,datetime,title,source,link,sentiment_class,sentiment_score
10,11/25/2016 6:54:20 PM,BRIEF-Capital One Financial Corp says Ryan Schneider will be leaving his role as President (COF),Reuters,http://www.businessinsider.com/r-brief-capital-one-financial-corp-says-ryan-schneider-will-be-leaving-his-role-as-president-2016-11,positive,0.7733105421066284
11,12/15/2016 12:32:03 AM,BRIEF-Updater Inc agrees to run pilot program with Capital One Financial Corp (COF),Reuters,http://www.businessinsider.com/r-brief-updater-inc-agrees-to-run-pilot-program-with-capital-one-financial-corp-2016-12,negative,0.8226571083068848
12,12/15/2016 12:36:12 PM,BRIEF-Capital One Financial reports monthly domestic amd international card net charge-off rate (COF),Reuters,http://www.businessinsider.com/r-brief-capital-one-financial-reports-monthly-domestic-amd-international-card-net-charge-off-rate-2016-12,positive,0.9141920804977417
13,12/15/2016 9:16:03 PM,"TABLE-Delinquency rates rose at 5 major U.S. banks in November (JPM, AXP, BAC, COF, DFS, C)",Reuters,http://www.businessinsider.com/r-table-delinquency-rates-rose-at-5-major-us-banks-in-november-2016-12,negative,0.9428881406784058
14,12/30/2016 2:54:06 PM,"BRIEF-Cabela's and Bass Pro Group got request for additional information and documentary material FTC (CAB, COF)",Reuters,http://www.businessinsider.com/r-brief-cabelas-and-bass-pro-group-got-request-for-additional-information-and-documentary-material-ftc-2016-12,positive,0.9281672835350037
15,1/24/2017 11:04:05 PM,BRIEF-Capital One reports Q4 EPS $1.45 (COF),Reuters,http://www.businessinsider.com/r-brief-capital-one-reports-q4-eps-145-2017-1,positive,0.8541605472564697
16,2/3/2017 3:34:08 PM,"Fed outlines terms for bank 'stress test' due this summer (HSBA, WFC, PNC, C, USB, STT, JPM, COF, BAC, GS, BK, MS)",Reuters,http://www.businessinsider.com/r-fed-outlines-terms-for-bank-stress-test-due-this-summer-2017-2,positive,0.9498165845870972
17,2/3/2017 4:36:10 PM,"UPDATE 1-Fed puts more emphasis on commercial real estate in 2017 stress test (HSBA, WFC, PNC, C, USB, STT, JPM, COF, BAC, GS, BK, MS, TD)",Reuters,http://www.businessinsider.com/r-update-1-fed-puts-more-emphasis-on-commercial-real-estate-in-2017-stress-test-2017-2,positive,0.858799397945404
18,2/10/2017 11:14:10 PM,"Fed issues revised scenarios for bank stress tests after error (HSBA, WFC, PNC, C, USB, STT, JPM, COF, BAC, GS, BK, MS, TD)",Reuters,http://www.businessinsider.com/r-fed-issues-revised-scenarios-for-bank-stress-tests-after-error-2017-2,positive,0.9367318749427795
19,2/23/2017 1:05:00 PM,"Research Reports on Credit Services Equities -- Capital One Financial, Navient, Discover Financial Services, and Equifax",PR Newswire,/news/stocks/research-reports-on-credit-services-equities-capital-one-financial-navient-discover-financial-services-and-equifax-1001776700,positive,0.9434053897857666
20,2/24/2017 7:11:00 PM,SHAREHOLDER ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Capital One Financial Corporation - COF,PR Newswire,/news/stocks/shareholder-alert-pomerantz-law-firm-investigates-claims-on-behalf-of-investors-of-capital-one-financial-corporation-cof-1001782276,positive,0.7530989646911621
21,2/24/2017 8:49:00 PM,"SHAREHOLDER ALERT: Bronstein, Gewirtz & Grossman, LLC Announces Investigation of Capital One Financial Corporation (COF)",PR Newswire,/news/stocks/shareholder-alert-bronstein-gewirtz-grossman-llc-announces-investigation-of-capital-one-financial-corporation-cof-1001782462,positive,0.596771240234375
22,3/10/2017 3:10:22 PM,"Capital One launches Eno, gender-neutral virtual assistant (COF, GLE, MSFT)",Reuters,http://www.businessinsider.com/r-capital-one-launches-eno-gender-neutral-virtual-assistant-2017-3,positive,0.8349975943565369
23,3/13/2017 12:00:00 PM,Retirement Confidence Dips in 2017,PR Newswire,/news/stocks/retirement-confidence-dips-in-2017-1001828582,neutral,0.970220148563385
24,3/15/2017 11:58:45 AM,BRIEF-Capital One Financial says Feb domestic credit card net-charge off rate 5.09 pct (COF),Reuters,http://www.businessinsider.com/r-brief-capital-one-financial-says-feb-domestic-credit-card-net-charge-off-rate-509-pct-2017-3,positive,0.842689037322998
25,3/16/2017 2:02:00 PM,Capital One® And Car Designer Chip Foose To Discuss New Ways Of Buying And Financing Cars At 2017 DFW Auto Show,PR Newswire,/news/stocks/capital-one-and-car-designer-chip-foose-to-discuss-new-ways-of-buying-and-financing-cars-at-2017-dfw-auto-show-1001842201,positive,0.8362825512886047
26,3/20/2017 9:45:00 PM,Capital One Financial Corporation to Webcast Conference Call on First Quarter 2017 Earnings,PR Newswire,/news/stocks/capital-one-financial-corporation-to-webcast-conference-call-on-first-quarter-2017-earnings-485395,positive,0.9437856078147888
27,3/21/2017 10:10:49 PM,BRIEF-Capital One Financial CEO Richard Fairbank's 2016 total compensation was $16.9 mln (COF),Reuters,http://www.businessinsider.com/r-brief-capital-one-financial-ceo-richard-fairbanks-2016-total-compensation-was-169-mln-2017-3,positive,0.7796381115913391
28,3/24/2017 2:10:46 PM,"Fed gives Northern Trust 'living will' extension along with four foreign banks (NTRS, AXP, BBT, COF, CMA, DFS, FITB, HBAN, 507948, MTB, RF, STI, PNC, USB, ZION)",Reuters,http://www.businessinsider.com/r-fed-gives-northern-trust-living-will-extension-along-with-four-foreign-banks-2017-3,positive,0.8076420426368713
29,3/24/2017 3:50:46 PM,"UPDATE 1-Fed gives four foreign banks 'living will' extension, faults Northern Trust (NTRS, BARC, DBK, AXP, BBT, COF, CMA, DFS, FITB, HBAN, KEY, MTB, RF, STI, PNC, USB, ZION)",Reuters,http://www.businessinsider.com/r-update-1-fed-gives-four-foreign-banks-living-will-extension-faults-northern-trust-2017-3,positive,0.8930356502532959
30,3/29/2017 11:18:47 PM,"Synovus to buy Cabela's financial unit - source (SNV, CAB, COF)",Reuters,http://www.businessinsider.com/r-synovus-to-buy-cabelas-financial-unit---source-2017-3,positive,0.9248351454734802
31,3/29/2017 11:34:05 PM,"UPDATE 1-Synovus to buy Cabela's financial unit - source (SNV, CAB, COF)",Reuters,http://www.businessinsider.com/r-update-1-synovus-to-buy-cabelas-financial-unit---source-2017-3,positive,0.8972657918930054
32,3/30/2017 6:00:00 PM,Alaska Airlines Signs Multi-Year Title Sponsorship Of San Francisco's Iconic Bay to Breakers Race,PR Newswire,/news/stocks/alaska-airlines-signs-multi-year-title-sponsorship-of-san-franciscos-iconic-bay-to-breakers-race-520590,negative,0.8569138050079346
33,4/4/2017 2:00:00 PM,Small Business Optimism Jumps Nine Points,PR Newswire,/news/stocks/small-business-optimism-jumps-nine-points-1001894159,negative,0.7017458081245422
34,4/17/2017 10:53:07 PM,"BRIEF-Cabela's revises transaction agreements in connection with Bass Pro Shops merger (CAB, COF)",Reuters,http://www.businessinsider.com/r-brief-cabelas-revises-transaction-agreements-in-connection-with-bass-pro-shops-merger-2017-4,positive,0.937035322189331
35,4/18/2017 12:41:05 AM,Bass Pro lowers price for Cabela's under new merger terms,Reuters,http://www.businessinsider.com/r-bass-pro-lowers-price-for-cabelas-under-new-merger-terms-2017-4,positive,0.6391269564628601
36,4/18/2017 10:49:06 PM,Wells Fargo tests Facebook chatbot,Reuters,http://www.businessinsider.com/r-wells-fargo-tests-facebook-chatbot-2017-4,positive,0.940775454044342
37,4/24/2017 12:10:00 PM,"Technical Reports on Credit Services Stocks -- Navient, Capital One Financial, Discover Financial, and CIT Group",PR Newswire,/news/stocks/technical-reports-on-credit-services-stocks-navient-capital-one-financial-discover-financial-and-cit-group-1001941382,positive,0.9409492611885071
38,4/24/2017 11:06:00 PM,Peoples Financial Services Corp. Reports First Quarter 2017 Earnings,PR Newswire,/news/stocks/peoples-financial-services-corp-reports-first-quarter-2017-earnings-594604,positive,0.8509539365768433
39,4/25/2017 10:05:00 PM,"Capital One Reports First Quarter 2017 Net Income of $810 million, or $1.54 per share",PR Newswire,/news/stocks/capital-one-reports-first-quarter-2017-net-income-of-810-million-or-1-54-per-share-1001948440,positive,0.9218114614486694
40,4/25/2017 10:23:42 PM,Capital One Financial Corp. Announces 12% Fall In Q1 Earnings,RTTNews,/news/stocks/capital-one-financial-corp-announces-12-fall-in-q1-earnings-1001948524,neutral,0.973335325717926
41,4/25/2017 10:51:06 PM,BRIEF-Capital One reports Q1 earnings per share $1.54 (COF),Reuters,http://www.businessinsider.com/r-brief-capital-one-reports-q1-earnings-per-share-154-2017-4,positive,0.8415177464485168
42,5/3/2017 3:00:00 PM,Capital One® Spark Business® Launches We Work As One(SM) Campaign to Help Small Businesses Flourish,PR Newswire,/news/stocks/capital-one-spark-business-launches-we-work-as-one-sm-campaign-to-help-small-businesses-flourish-1001974763,positive,0.5006681680679321
43,5/4/2017 10:30:00 PM,Capital One Announces Quarterly Dividend,PR Newswire,/news/stocks/capital-one-announces-quarterly-dividend-1001981496,positive,0.7023295164108276
44,5/15/2017 12:40:10 PM,BRIEF-Capital One says April auto net charge-offs rate 1.93 pct vs 1.16 pct in March (COF),Reuters,http://www.businessinsider.com/r-brief-capital-one-says-april-auto-net-charge-offs-rate-193-pct-vs-116-pct-in-march-2017-5,neutral,0.8630428910255432
45,5/24/2017 11:18:05 AM,"BRIEF-Allianz, Capital One invest tax equity in Broadview wind farm (ALV, COF)",Reuters,http://www.businessinsider.com/r-brief-allianz-capital-one-invest-tax-equity-in-broadview-wind-farm-2017-5,positive,0.8859707117080688
46,6/5/2017 12:05:00 PM,"Pre-Market Technical Recap on Credit Services Stocks -- Navient, Capital One Financial, Discover Financial Services, and Mastercard",PR Newswire,/news/stocks/pre-market-technical-recap-on-credit-services-stocks-navient-capital-one-financial-discover-financial-services-and-mastercard-1002066693,positive,0.9500734806060791
47,6/12/2017 2:02:05 PM,"U.S. banks launching answer to peer-to-peer payment app Venmo (JPM, BAC, WFC, USB, COF, AAPL, V, MA, PNC, BBT)",Reuters,http://www.businessinsider.com/r-us-banks-launching-answer-to-peer-to-peer-payment-app-venmo-2017-6,positive,0.7825301885604858
48,6/15/2017 12:28:05 PM,BRIEF-Capital One Financial's May domestic credit card net charge-offs rate 5.23 pct (COF),Reuters,http://www.businessinsider.com/r-brief-capital-one-financials-may-domestic-credit-card-net-charge-offs-rate-523-pct-2017-6,positive,0.8068765997886658
49,6/22/2017 4:00:00 PM,Capital One Financial Corporation to Webcast Conference Call on Second Quarter 2017 Earnings,PR Newswire,/news/stocks/capital-one-financial-corporation-to-webcast-conference-call-on-second-quarter-2017-earnings-1002116599,positive,0.9449108839035034
50,6/27/2017 2:02:05 PM,"Capital One, Groupe Arnault back e-commerce fraud preventer Riskified (COF, MC, M, FL)",Reuters,http://www.businessinsider.com/r-capital-one-groupe-arnault-back-e-commerce-fraud-preventer-riskified-2017-6,positive,0.9301860928535461
51,6/27/2017 5:09:00 PM,Disruption Brings Great Opportunities -- and Risks -- to the Middle Market,PR Newswire,/news/stocks/disruption-brings-great-opportunities-and-risks-to-the-middle-market-1002128257,positive,0.5797592401504517
52,6/28/2017 10:32:03 PM,"Fed gives big U.S. banks a green light for buyback, dividend plans (COF, AXP, JPM, BAC, WFC, C, GS, MS)",Reuters,http://www.businessinsider.com/r-fed-gives-big-us-banks-a-green-light-for-buyback-dividend-plans-2017-6,positive,0.7217382192611694
53,6/28/2017 10:35:00 PM,Capital One's CCAR Capital Plan Receives Conditional Non-Objection from the Federal Reserve,PR Newswire,/news/stocks/capital-one-s-ccar-capital-plan-receives-conditional-non-objection-from-the-federal-reserve-1002132795,positive,0.928500771522522
54,6/29/2017 4:30:35 AM,Capital One's Capital Plan Gets Conditional Non-Objection From Fed ,RTTNews,/news/stocks/capital-one-s-capital-plan-gets-conditional-non-objection-from-fed-1002133059,positive,0.8749759793281555
55,6/29/2017 4:10:06 PM,"Big banks are about to hand $130 billion to investors, and their stocks are soaring (BAC, COF, CS, WFC, KEY, ALLY, C, JPM, GS)",Business Insider,http://markets.businessinsider.com/news/stocks/bank-of-america-stock-price-banks-continue-to-rise-after-announcing-plans-to-share-their-wealth-with-shareholders-2017-6-1002135548,negative,0.7704217433929443
56,7/14/2017 4:40:07 PM,"Bank stocks are dropping despite beating earnings (BAC, JPM, C, KEY, WFC, COF, BBT, GS)",Business Insider,http://markets.businessinsider.com/news/stocks/bank-stock-prices-are-dropping-despite-beating-earnings-2017-7-1002174987,neutral,0.9751469492912292
57,7/18/2017 3:54:09 PM,"The banks are falling after Bank of America and Goldman Sach's earnings (BAC, JPM, C, KEY, WFC, COF, BBT, GS)",Business Insider,http://markets.businessinsider.com/news/stocks/goldman-bank-of-america-bank-stocks-falling-after-second-quarter-earnings-despite-beat-2017-7-1002183027,neutral,0.9734315872192383
58,7/20/2017 1:36:08 PM,"US STOCKS-Futures flat as investors await earnings deluge (MSFT, AMZN, V, EBAY, COF, QCOM, AXP, TRV)",Reuters,http://www.businessinsider.com/r-us-stocks-futures-flat-as-investors-await-earnings-deluge-2017-7,neutral,0.9444636702537537
59,7/20/2017 1:58:06 PM,"GLOBAL MARKETS-Shares rise, euro near 14-month high ahead of ECB (MSFT, V, EBAY, COF)",Reuters,http://www.businessinsider.com/r-global-markets-shares-rise-euro-near-14-month-high-ahead-of-ecb-2017-7,negative,0.8767334222793579
60,7/20/2017 2:52:03 PM,"US STOCKS-Wall St set to open higher on earnings optimism (MSFT, AMZN, V, EBAY, COF, PM, AXP, ABT, TRV)",Reuters,http://www.businessinsider.com/r-us-stocks-wall-st-set-to-open-higher-on-earnings-optimism-2017-7,negative,0.9356843829154968
61,7/20/2017 4:14:07 PM,"US STOCKS-Wall St flat as earnings from some big names disappoint (QCOM, PM, HD, V, EBAY, COF, MSFT, AMZN, AXP, ABT, TRV)",Reuters,http://www.businessinsider.com/r-us-stocks-wall-st-flat-as-earnings-from-some-big-names-disappoint-2017-7,neutral,0.9668863415718079
62,7/20/2017 4:52:03 PM,"GLOBAL MARKETS-Draghi QE talk pushes euro to 14-month high (MSFT, V, EBAY, COF)",Reuters,http://www.businessinsider.com/r-global-markets-draghi-qe-talk-pushes-euro-to-14-month-high-2017-7,negative,0.8884595036506653
63,7/20/2017 10:05:00 PM,"Capital One Reports Second Quarter 2017 Net Income of $1.0 billion, or $1.94 per share",PR Newswire,/news/stocks/capital-one-reports-second-quarter-2017-net-income-of-1-0-billion-or-1-94-per-share-1001869889,positive,0.8664526343345642
64,7/20/2017 10:24:29 PM,Capital One Financial Corp. Profit Advances 5% In Q2,RTTNews,/news/stocks/capital-one-financial-corp-profit-advances-5-in-q2-1002192849,negative,0.9309671521186829
65,7/20/2017 10:28:06 PM,BRIEF-Capital One Q2 net income $1.0 billion (COF),Reuters,http://www.businessinsider.com/r-brief-capital-one-q2-net-income-10-billion-2017-7,positive,0.9316085577011108
66,7/21/2017 7:26:48 PM,Capital One Holding On To Strong Gain In Afternoon Trading ,RTTNews,/news/stocks/capital-one-holding-on-to-strong-gain-in-afternoon-trading-1002196016,negative,0.9354334473609924
67,7/21/2017 10:30:06 PM,"US STOCKS-Wall St dips as GE, energy shares weigh (GE, CAT, MMM, HON, MSFT, COF, V)",Reuters,http://www.businessinsider.com/r-us-stocks-wall-st-dips-as-ge-energy-shares-weigh-2017-7,neutral,0.9536872506141663
68,8/10/2017 12:10:00 PM,"Breakfast Technical Briefing on Credit Services Stocks -- CIT Group, Capital One Financial, Discover Financial Services, and Mastercard",PR Newswire,/news/stocks/breakfast-technical-briefing-on-credit-services-stocks-cit-group-capital-one-financial-discover-financial-services-and-mastercard-1002247858,positive,0.9481661319732666
69,8/15/2017 12:37:03 PM,BRIEF-Capital One Financial July auto net charge-offs rate 1.8 pct vs 1.74 pct in June (COF),Reuters,http://www.businessinsider.com/r-brief-capital-one-financial-july-auto-net-charge-offs-rate-18-pct-vs-174-pct-in-june-2017-8,neutral,0.9082168936729431
70,8/17/2017 6:52:03 PM,"ThoughtSpot raises $60 mln, ends funding round for artificial intelligence technology (BBBY, COF)",Reuters,http://www.businessinsider.com/r-thoughtspot-raises-60-mln-ends-funding-round-for-artificial-intelligence-technology-2017-8,positive,0.5609501600265503
71,8/29/2017 4:00:00 PM,New Capital One Survey Reveals What Dallas Professionals Want in the Workplace,PR Newswire,/news/stocks/new-capital-one-survey-reveals-what-dallas-professionals-want-in-the-workplace-1002291853,positive,0.8876023292541504
72,8/29/2017 4:00:00 PM,New Capital One Survey Reveals What San Francisco Professionals Want in the Workplace,PR Newswire,/news/stocks/new-capital-one-survey-reveals-what-san-francisco-professionals-want-in-the-workplace-1002291852,positive,0.8745075464248657
73,8/29/2017 4:00:00 PM,New Capital One Survey Reveals What D.C. Professionals Want in the Workplace,PR Newswire,/news/stocks/new-capital-one-survey-reveals-what-d-c-professionals-want-in-the-workplace-1002291851,positive,0.8823064565658569
74,8/29/2017 4:00:00 PM,New Capital One Survey Reveals What Chicago Professionals Want in the Workplace,PR Newswire,/news/stocks/new-capital-one-survey-reveals-what-chicago-professionals-want-in-the-workplace-1002291850,positive,0.8783318996429443
75,9/13/2017 12:05:00 PM,"Pre-Market Technical Recap on Credit Services Stocks -- Capital One Financial, CIT Group, Discover Financial Services, and Mastercard",PR Newswire,/news/stocks/pre-market-technical-recap-on-credit-services-stocks-capital-one-financial-cit-group-discover-financial-services-and-mastercard-1002365381,positive,0.9494057893753052
76,9/15/2017 12:52:03 PM,BRIEF-Capital One Financial Corp - August domestic credit card net charge-offs rate 4.75 pct versus 4.79 pct in July (COF),Reuters,http://www.businessinsider.com/r-brief-capital-one-financial-corp---august-domestic-credit-card-net-charge-offs-rate-475-pct-versus-479-pct-in-july-2017-9,neutral,0.8180385828018188
77,9/19/2017 6:00:00 PM,Capital One Financial Corporation to Webcast Conference Call on Third Quarter 2017 Earnings,PR Newswire,/news/stocks/capital-one-financial-corporation-to-webcast-conference-call-on-third-quarter-2017-earnings-1002383864,positive,0.9445720911026001
78,9/26/2017 2:00:00 PM,Tend Launches in.view™ Robot Performance Management Software,PR Newswire,/news/stocks/tend-launches-in-view-robot-performance-management-software-714435,positive,0.9128113985061646
79,10/17/2017 3:00:00 PM,"Capital One® Launches The Savor(SM) Card, A New Cash Back Card That Rewards People For Food And Dining Purchases",PR Newswire,/news/stocks/capital-one-launches-the-savor-sm-card-a-new-cash-back-card-that-rewards-people-for-food-and-dining-purchases-1004622958,positive,0.6940517425537109
80,10/24/2017 10:05:00 PM,"Capital One Reports Third Quarter 2017 Net Income of $1.1 billion, or $2.14 per share",PR Newswire,/news/stocks/capital-one-reports-third-quarter-2017-net-income-of-1-1-billion-or-2-14-per-share-1005487210,positive,0.8648215532302856
81,10/24/2017 10:13:10 PM,Capital One Financial Corp. Announces 9% Increase In Q3 Earnings,RTTNews,/news/stocks/capital-one-financial-corp-announces-9-increase-in-q3-earnings-1005487220,negative,0.9443486928939819
82,10/24/2017 11:22:16 PM,BRIEF-Capital One reports Q3 earnings $2.14/shr (COF),Reuters,http://www.businessinsider.com/r-brief-capital-one-reports-q3-earnings-214-shr-2017-10,positive,0.792418897151947
83,10/31/2017 1:00:00 PM,Capital One and Intuit Announce Data Sharing Agreement,PR Newswire,/news/stocks/capital-one-and-intuit-announce-data-sharing-agreement-1006298953,positive,0.9338403940200806
84,10/31/2017 1:27:08 PM,"BRIEF-Capital One and Intuit announce data sharing agreement (COF, INTU)",Reuters,http://www.businessinsider.com/r-brief-capital-one-and-intuit-announce-data-sharing-agreement-2017-10,positive,0.7934998869895935
85,10/31/2017 8:00:04 PM,An HR exec is always impressed by the same thing in job candidates — and too many people don't do it (COF),Business Insider,http://www.businessinsider.com/how-to-get-a-job-at-capital-one-2017-10,positive,0.8865703344345093
86,11/2/2017 9:05:00 PM,Capital One Announces Quarterly Dividend,PR Newswire,/news/stocks/capital-one-announces-quarterly-dividend-1006638722,positive,0.7023295164108276
87,11/7/2017 7:45:00 PM,"#UseDigitalForGood - Capital One Canada's Second Annual Gift the Code Hackathon Delivers Chat Bots, Machine Learning and Gamification to Support Toronto-Based Charities",PR Newswire,/news/stocks/usedigitalforgood-capital-one-canada-s-second-annual-gift-the-code-hackathon-delivers-chat-bots-machine-learning-and-gamification-to-support-toronto-based-charities-1007189463,positive,0.7862461805343628
88,11/8/2017 2:35:56 AM,Capital One To Exit Mortgage And Home Equity Business; Cut About 1100 Jobs ,RTTNews,/news/stocks/capital-one-to-exit-mortgage-and-home-equity-business-cut-about-1100-jobs-1007227451,neutral,0.9004130363464355
89,11/8/2017 6:22:03 PM,"Capital One exits mortgage loans business, cuts 1,100 jobs (COF, KEY)",Reuters,http://www.businessinsider.com/r-capital-one-exits-mortgage-loans-business-cuts-1100-jobs-2017-11,neutral,0.9303578734397888
90,11/8/2017 11:29:00 PM,"Capital One Financial Corporation -- Moody's affirms ratings of Capital One, revises outlook to negative from stable",Moodys,/news/bonds/capital-one-financial-corporation-moody-s-affirms-ratings-of-capital-one-revises-outlook-to-negative-from-stable-1007344926,negative,0.6371140480041504
91,11/9/2017 2:30:00 PM,Small Business Confidence Reaches Highest Point in Five Years,PR Newswire,/news/stocks/small-business-confidence-reaches-highest-point-in-five-years-1007425545,negative,0.9192013740539551
92,11/15/2017 12:37:03 PM,BRIEF-Capital One Financial says Oct domestic credit card net charge-offs rate 4.70 percent versus 4.39 percent in Sept (COF),Reuters,http://www.businessinsider.com/r-brief-capital-one-financial-says-oct-domestic-credit-card-net-charge-offs-rate-470-percent-versus-439-percent-in-sept-2017-11,neutral,0.8318352103233337
93,11/21/2017 5:13:00 PM,Capital One Launches Critical Stack Enterprise Container Orchestration Platform Beta,PR Newswire,/news/stocks/capital-one-launches-critical-stack-enterprise-container-orchestration-platform-beta-1008956165,positive,0.8755039572715759
94,11/29/2017 7:02:11 AM,"Citi shares low-tech cash machines to lure customers on the cheap (C, JPM, HBAN, CATM, BAC, WFC, FITB, FHN, USB, COF)",Reuters,http://www.businessinsider.com/r-citi-shares-low-tech-cash-machines-to-lure-customers-on-the-cheap-2017-11,positive,0.8575299382209778
95,11/30/2017 11:17:03 PM,"Big U.S. banks in last-ditch push on regulatory relief bill (GS, C, USB, PNC, COF, BK, STT, JPM)",Reuters,http://www.businessinsider.com/r-big-us-banks-in-last-ditch-push-on-regulatory-relief-bill-2017-11,negative,0.6477990746498108
96,12/1/2017 6:07:03 PM,Capital One must face overdraft fee lawsuit -U.S. appeals court (COF),Reuters,http://www.businessinsider.com/r-capital-one-must-face-overdraft-fee-lawsuit--us-appeals-court-2017-12,positive,0.7005746364593506
97,12/1/2017 9:37:03 PM,UPDATE 1-Capital One must face overdraft fee lawsuit-U.S. appeals court (COF),Reuters,http://www.businessinsider.com/r-update-1-capital-one-must-face-overdraft-fee-lawsuit-us-appeals-court-2017-12,positive,0.6139112114906311
98,12/5/2017 4:00:00 PM,Capital One and Clarity Money Announce Data Sharing Agreement,PR Newswire,/news/stocks/capital-one-and-clarity-money-announce-data-sharing-agreement-1010354204,positive,0.9098153114318848
99,12/14/2017 9:22:04 PM,"Fund managers seek stocks benefiting from Democratic gains in 2018 U.S. elections (AMZN, ALL, AAPL, COF, BBY, TGT, FII)",Reuters,http://www.businessinsider.com/r-fund-managers-seek-stocks-benefiting-from-democratic-gains-in-2018-us-elections-2017-12,negative,0.8236231803894043
100,12/15/2017 12:42:06 PM,BRIEF-Capital One Financial Says Nov Domestic Credit Card Net Charge-Offs Rate 5.16 Pct Vs 4.7 Pct In Oct (COF),Reuters,http://www.businessinsider.com/r-brief-capital-one-financial-says-nov-domestic-credit-card-net-charge-offs-rate-516-pct-vs-47-pct-in-oct-2017-12,neutral,0.9083611369132996
101,12/15/2017 7:00:00 PM,Capital One Financial Corporation to Webcast Conference Call on Fourth Quarter 2017 Earnings,PR Newswire,/news/stocks/capital-one-financial-corporation-to-webcast-conference-call-on-fourth-quarter-2017-earnings-1011568604,positive,0.9446496367454529
102,12/18/2017 2:42:04 PM,"BRIEF-Hancock Whitney Acquiring Capital One's Trust & Asset Management Business (HBHC, COF)",Reuters,http://www.businessinsider.com/r-brief-hancock-whitney-acquiring-capital-ones-trust--asset-management-business-2017-12,positive,0.9342853426933289
103,12/26/2017 1:17:04 PM,BRIEF-Capital One Financial Expects To Maintain Quarterly Dividend Of $0.40 Per Share (COF),Reuters,http://www.businessinsider.com/r-brief-capital-one-financial-expects-to-maintain-quarterly-dividend-of-040-per-share-2017-12,positive,0.9255320429801941
104,12/26/2017 2:08:03 PM,Capital One Financial Cuts Stock Buyback Program On Tax Bill ,RTTNews,/news/stocks/capital-one-financial-cuts-stock-buyback-program-on-tax-bill-1012124434,positive,0.5471217632293701
105,1/12/2018 3:39:03 PM,"Bank stocks are mostly flat despite earnings beats (JPM, BAC, C, KEY, WFC, COF, BBT, GS, PNC, STI, MS)",Business Insider,http://markets.businessinsider.com/news/stocks/bank-stocks-are-mostly-flat-despite-earnings-beats-2018-1-1013034855,neutral,0.8905642032623291
106,1/16/2018 3:15:06 PM,"Citigroup climbs after beating expectations despite a $22 billion tax hit (C, JPM, WFC, PNC, BAC, COF, STI, KEY, GS, MS, BBT)",Business Insider,http://markets.businessinsider.com/news/stocks/citigroup-stock-price-climbs-after-earnings-2018-1-1013113526,negative,0.9342931509017944
